,feature,brh_index
4794,Crash (voice),10.0
4795,Craven-Maddalena Films,9.0
4796,Crazy George,11.0
4797,Creasy,11.0
4798,Creedy,9.0
4799,Creighton,11.0
4800,Creighton Duke,11.0
4801,Cresus,9.0
4802,Crispin Glover,10.0
4803,Crista Flanagan,9.0
4804,Cristal Connors,9.0
4805,Cristian Mungiu,11.0
4806,Cristina,11.0
4807,Cristina Brondo,9.0
4808,Cristina Kahlo,11.0
4809,Cristina Peck,11.0
4810,Criswell,9.0
4811,Critical Bill,9.0
4812,Cross,11.0
4813,Crossbow Productions,11.0
4814,Crown Prince Leopold,11.0
4815,Crowther,11.0
4816,Cruella de Vil,11.0
4817,Cruise/Wagner Productions,9.0
4818,Crystal,11.0
4819,Crystal Allen,11.0
4820,Crystal Sky Worldwide,9.0
4821,Cuba Gooding Jr.,10.0
4822,Cube Vision,9.0
4823,Cuchillo,11.0
4824,"Cullen Crisp, Sr.",11.0
4825,Cung Le,9.0
4826,Curator,9.0
4827,Curd Jürgens,11.0
4828,Curly,11.0
4829,Curly Bill Brocius,11.0
4830,Current Entertainment,9.0
4831,Curt,9.0
4832,Curt Henderson,11.0
4833,Curt Reynolds,9.0
4834,Curt Vaughn,11.0
4835,Curtis,9.0
4836,Curtis Armstrong,11.0
4837,Curtis Everett,11.0
4838,Curtis Hanson,10.0
4839,Curtis LaForche,9.0
4840,Curtis Taylor Jr.,11.0
4841,Curtis Zampf,9.0
4842,Customs Officer,11.0
4843,Cutlass Liz (voice),11.0
4844,Cutter,11.0
4845,Cybil Bennett,11.0
4846,Cybil Waingrow,9.0
4847,Cybill Shepherd,11.0
4848,Cydney,11.0
4849,Cylk Cozart,11.0
4850,Cyndi Mayo Davis,11.0
4851,Cynth,11.0
4852,Cynthia,10.0
4853,Cynthia Carter,11.0
4854,Cynthia Hargrave,9.0
4855,Cynthia Myers,11.0
4856,Cynthia Nixon,10.0
4857,Cynthia Stevenson,10.0
4858,Cypher Raige,11.0
4859,Cyril O'Reilly,11.0
4860,Cyril Raffaelli,9.0
4861,Cyril Roy,9.0
4862,Cyrus Bills,11.0
4863,Cyrus Grissom,11.0
4864,Cyrus Nowrasteh,9.0
4865,Cyrus Paice,9.0
4866,Cécile de France,10.0
4867,Cédric Klapisch,9.0
4868,Célestin,11.0
4869,Célestine (voice),9.0
4870,Céline,9.0
4871,Céline Desmoulins,11.0
4872,César,10.0
4873,D'Artagnan,10.0
4874,D'Hancarville,9.0
4875,"D-Day, the Computer Geek",9.0
4876,D. B. Sweeney,10.0
4877,D.A. Lawrence,9.0
4878,D.A. Rufus Buckley,11.0
4879,D.H. Banes,9.0
4880,D.I. Alice Frampton,11.0
4881,D.I. Fitch,11.0
4882,D.J. Caruso,9.0
4883,D.J. Cotrona,11.0
4884,D.J. Johnson,11.0
4885,D.K.,11.0
4886,D.W. Griffith,11.0
4887,DC Andy Cartwright,11.0
4888,DC Comics,10.0
4889,DCI William Cabot,11.0
4890,DJ,10.0
4891,DJ Drake / Tasmanian Devil (voice) / She-Devil (voice),9.0
4892,DJ Flava,11.0
4893,DJ Pooh,10.0
4894,DJ Qualls,10.0
4895,DJay,11.0
4896,DMX,10.0
4897,DNA Films,10.0
4898,DRO Entertainment,9.0
4899,DS Andy Wainwright,11.0
4900,Da Mayor,11.0
4901,Dabney Coleman,10.0
4902,Dabu,11.0
4903,Dad,9.0
4904,Dade Murphy / 'Crash Override' / 'Zero Cool',9.0
4905,Dadinho,11.0
4906,Daffy Duck/Tazmanian Devil/Bull (voice),11.0
4907,Dagmara Domińczyk,11.0
4908,Dahl,11.0
4909,Dahlia Gillespie,11.0
4910,Dahlia Williams,9.0
4911,Dai Song,9.0
4912,Daiei Studios,11.0
4913,Daisy,10.0
4914,Daisy Age 7,11.0
4915,Daisy Buchanan,11.0
4916,Daisy Carson,11.0
4917,Daisy Darling,11.0
4918,Daisy Domergue,11.0
4919,Daisy Duke,11.0
4920,Daisy Suchot,11.0
4921,Daisy Werthan,11.0
4922,Daisy the Cow (voice),11.0
4923,Daisy von Scherler Mayer,9.0
4924,Daka,11.0
4925,Dakin,11.0
4926,Dakota Blue Richards,11.0
4927,Dakota Burns,9.0
4928,Dakota Fanning,9.0
4929,Dakota Goyo,11.0
4930,Dakota Johnson,10.0
4931,Dalai Lama (Adult),9.0
4932,Dalai Lama (Age 12),9.0
4933,"Dalai Lama, 14 Years Old",11.0
4934,Dale,11.0
4935,"Dale "" Murp "" Murphy",11.0
4936,Dale Arbus,10.0
4937,Dale Arden,9.0
4938,Dale Denton,11.0
4939,Dale Dickey,11.0
4940,Dale Doback,11.0
4941,Dale Launer,11.0
4942,Dale Midkiff,11.0
4943,Dale Palmer,11.0
4944,Dale Pollock,11.0
4945,Dale Tremont,11.0
4946,Dalia,11.0
4947,Dalisa Cohen,9.0
4948,Dallas,11.0
4949,Dallas 'Dally' Winston,11.0
4950,Dallas Howard,11.0
4951,Dallas Roberts,9.0
4952,Dalton Lambert,11.0
4953,Dalton Russell,11.0
4954,Damaine Radcliff,11.0
4955,Dame Olga,9.0
4956,Dame Pansy / Pansy,11.0
4957,Dame Vaako,11.0
4958,Damian,11.0
4959,Damian Chapa,11.0
4960,Damian Jones,10.0
4961,Damian Lewis,10.0
4962,Damian Woetzel,9.0
4963,Damien,11.0
4964,Damien Carter,11.0
4965,Damien Chazelle,11.0
4966,Damien Cockburn,11.0
4967,Damien Collier,11.0
4968,Damien Drake,9.0
4969,Damien O'Donnell,11.0
4970,Damien O'Donovan,11.0
4971,Damitry,9.0
4972,Damon Killian,11.0
4973,Damon Lee,11.0
4974,Damon Lindelof,10.0
4975,Damon Macready / Big Daddy,11.0
4976,Damon Wayans,9.0
4977,Damon Wayans Jr.,10.0
4978,Dan,10.0
4979,Dan Aykroyd,10.0
4980,Dan Beers,9.0
4981,Dan Brenner (voice),11.0
4982,Dan Byrd,10.0
4983,Dan Castellaneta,11.0
4984,Dan Cracchiolo,11.0
4985,Dan Cutforth,11.0
4986,Dan Dreiberg / Nite Owl II,11.0
4987,Dan Dunne,11.0
4988,Dan Erickson,11.0
4989,Dan Evans,11.0
4990,Dan Farah,11.0
4991,Dan Fogelman,11.0
4992,Dan Fogler,11.0
4993,Dan Frost,9.0
4994,Dan Futterman,9.0
4995,Dan Gallagher,11.0
4996,Dan Gilroy,11.0
4997,Dan Grant,11.0
4998,Dan Halsted,10.0
4999,Dan Hedaya,9.0
5000,Dan Hicks,11.0
5001,Dan Janvey,11.0
5002,Dan Jinks,10.0
5003,Dan Kolsrud,10.0
5004,Dan Lautner,11.0
5005,Dan Lin,10.0
5006,Dan Marino,11.0
5007,Dan Mazer,11.0
5008,Dan Miron,11.0
5009,Dan Molina,11.0
5010,Dan Monahan,11.0
5011,Dan Mott,11.0
5012,Dan Mulligan,11.0
5013,Dan O'Bannon,11.0
5014,Dan O'Herlihy,11.0
5015,Dan O'Meara,9.0
5016,Dan Reid,9.0
5017,Dan Rush,9.0
5018,Dan Sanders,10.0
5019,Dan Scanlon,11.0
5020,Dan Shor,11.0
5021,"Dan Smithson, Empath",11.0
5022,Dan St. Pierre,9.0
5023,Dan Stevens,11.0
5024,Dan Trachtenberg,11.0
5025,"Dan Truman, NASA Administrator",11.0
5026,Dan Trunkman,9.0
5027,Dan White,11.0
5028,Dan Woolf,11.0
5029,Dan Yeager,11.0
5030,Dan the Security Man,11.0
5031,Dana,10.0
5032,Dana Adam Shapiro,11.0
5033,Dana Andrews,11.0
5034,Dana Appleton,11.0
5035,Dana Ashbrook,9.0
5036,Dana Brunetti,10.0
5037,Dana Carvey,11.0
5038,Dana Fox,10.0
5039,Dana Freeling,11.0
5040,Dana Ginsburg,11.0
5041,Dana Goldberg,10.0
5042,Dana Golomb,9.0
5043,Dana Ivey,11.0
5044,Dana Kimmell,10.0
5045,Dana Polk,11.0
5046,Dana Scully,11.0
5047,Dana Simms,9.0
5048,Dance Instructor,11.0
5049,Dancer,10.0
5050,Dane Cook,10.0
5051,Dane DeHaan,9.0
5052,Dane Wells,9.0
5053,Danger Barch,11.0
5054,Dani,11.0
5055,Dania Ramirez,9.0
5056,Daniel,10.0
5057,"Daniel ""Big Dan"" Teague",11.0
5058,Daniel Alter,11.0
5059,Daniel Baldwin,10.0
5060,Daniel Barber,11.0
5061,Daniel Barnz,11.0
5062,Daniel Bekerman,11.0
5063,Daniel Bobker,9.0
5064,Daniel Brühl,9.0
5065,Daniel Chuba,9.0
5066,Daniel Clamp,9.0
5067,Daniel Cleaver,10.0
5068,Daniel Cluff,9.0
5069,Daniel Coleman,11.0
5070,Daniel Craig,10.0
5071,Daniel Day-Lewis,10.0
5072,Daniel Domscheit-Berg,9.0
5073,Daniel Dubiecki,10.0
5074,Daniel E. Smith,11.0
5075,Daniel Espinosa,10.0
5076,Daniel Filho,11.0
5077,Daniel Franzese,9.0
5078,Daniel Frisch,9.0
5079,Daniel Goldberg,10.0
5080,Daniel Henney,11.0
5081,Daniel Hillard / Mrs. Doubtfire,11.0
5082,Daniel Holt,9.0
5083,Daniel Hugh Kelly,9.0
5084,Daniel Jackson,11.0
5085,Daniel James,11.0
5086,Daniel Kaluuya,11.0
5087,Daniel Kash,10.0
5088,Daniel Kintner,11.0
5089,Daniel LaRusso,11.0
5090,Daniel LeConte,9.0
5091,Daniel Lee,11.0
5092,Daniel Longdale,11.0
5093,Daniel Louis,10.0
5094,Daniel Lugo,11.0
5095,Daniel Lupi,10.0
5096,Daniel M. Rosenberg,9.0
5097,Daniel Malloy,11.0
5098,Daniel Mays,10.0
5099,Daniel Melnick,9.0
5100,Daniel Myrick,11.0
5101,Daniel Ocean,11.0
5102,Daniel Olbrychski,11.0
5103,Daniel Pearl,11.0
5104,Daniel Plainview,11.0
5105,Daniel Radcliffe,9.0
5106,Daniel Rafferty,11.0
5107,Daniel Rappaport,11.0
5108,Daniel Raymont,11.0
5109,Daniel Reddick,11.0
5110,Daniel Rey,11.0
5111,Daniel Richter,11.0
5112,Daniel Rigney,11.0
5113,Daniel S. Levine,11.0
5114,Daniel Sackheim,10.0
5115,Daniel Silverberg,11.0
5116,Daniel Southern,9.0
5117,Daniel Stamm,11.0
5118,Daniel Stern,10.0
5119,Daniel Studi,11.0
5120,Daniel Sunjata,9.0
5121,Daniel Tay,10.0
5122,Daniel Travis,11.0
5123,Daniel Wyllie,11.0
5124,Daniel Zovatto,11.0
5125,Daniel de Liege,9.0
5126,Daniel von Bargen,9.0
5127,"Daniel/Dan/Danny, Esteban, Beach Jock, Lamar Garrett, Dr. Ngegitigegitibaba",11.0
5128,Daniela Bianchi,11.0
5129,Daniela Ruah,9.0
5130,Daniela Taplin Lundberg,11.0
5131,Daniela Thomas,9.0
5132,Daniella,11.0
5133,Daniella Alonso,11.0
5134,Danielle,10.0
5135,Danielle Bowden,11.0
5136,Danielle Campbell,11.0
5137,Danielle De Barbarac,11.0
5138,Danielle Harris,9.0
5139,Danielle Nicolet,11.0
5140,Danielle Panabaker,10.0
5141,Danielle Wilde,11.0
5142,Danielle von Zerneck,11.0
5143,Danijel,9.0
5144,Danish Film Institute,11.0
5145,Danneel Ackles,10.0
5146,Danny,6.0
5147,Danny Aiello,10.0
5148,Danny Archer,11.0
5149,Danny Archuleta,11.0
5150,Danny Balint,9.0
5151,Danny Boyle,9.0
5152,Danny Buck Davidson,11.0
5153,Danny Burstein,11.0
5154,Danny Cannon,10.0
5155,Danny Collins,11.0
5156,Danny DeVito,18.0
5157,Danny Delanay,11.0
5158,Danny Dietz,11.0
5159,Danny Donahue,11.0
5160,Danny Dyer,11.0
5161,Danny Glover,10.0
5162,Danny Gopnik,11.0
5163,Danny Hansford,11.0
5164,Danny Huston,10.0
5165,Danny Leiner,10.0
5166,Danny Lerner,9.0
5167,Danny Lloyd,11.0
5168,Danny Maccabee,11.0
5169,Danny Maguire,11.0
5170,Danny Mann,11.0
5171,Danny McBride,10.0
5172,Danny McDaniels,11.0
5173,Danny Mills,11.0
5174,Danny Morrison,9.0
5175,Danny Noonan,11.0
5176,Danny Ocean,10.0
5177,Danny Pang,9.0
5178,Danny Rich,11.0
5179,Danny Sapani,11.0
5180,Danny Steinmann,11.0
5181,Danny Strong,9.0
5182,Danny Torrance,11.0
5183,Danny Trejo,9.0
5184,Danny Vinyard,11.0
5185,Danny Wilensky,11.0
5186,Danny Witwer,11.0
5187,Danny Wright,11.0
5188,Danny Zuko,11.0
5189,"Danny, Lewis' Roommate",11.0
5190,Dante,10.0
5191,Dante Bishop,11.0
5192,Dante Di Loreto,11.0
5193,Dante Hicks,10.0
5194,"Dante Slate, Jr.",11.0
5195,Dany Boon,10.0
5196,Dany Garcia,11.0
5197,Dany Robin,11.0
5198,Dany Verissimo-Petit,9.0
5199,Dany Wolf,11.0
5200,Daphne Binks,11.0
5201,Daphne Blake,11.0
5202,Daphne Zuniga,11.0
5203,Dar,9.0
5204,Dara Resnik Creasey,9.0
5205,Daramus Holiday,9.0
5206,Daran Norris,11.0
5207,Darby Massey,9.0
5208,Darby Shaw,11.0
5209,Darci Kistler,9.0
5210,Darcy,11.0
5211,Darcy McGuire,11.0
5212,Darcy Silverman,11.0
5213,Daredevil Dan,9.0
5214,Daren Kagasoff,11.0
5215,Darien Taylor,11.0
5216,Darin 'Doughboy' Baker,11.0
5217,Darin Scott,10.0
5218,Darius 'Darry' Jenner,11.0
5219,Darius Britt,11.0
5220,Darius Jedburgh,9.0
5221,Darius Rose,11.0
5222,Darius Stone / xXx,11.0
5223,Dark Castle Entertainment,10.0
5224,Dark Chocolate,11.0
5225,Dark Helmet,11.0
5226,Dark Horse Entertainment,9.0
5227,Darko,11.0
5228,Darko Entertainment,9.0
5229,Darkwoods Productions,11.0
5230,Darla Dimple,9.0
5231,Darla Dimple (singing voice),9.0
5232,Darla K. Anderson,10.0
5233,Darlene Caamano,11.0
5234,Darlene Cates,11.0
5235,Darlene Davis,9.0
5236,Darlene Madison,9.0
5237,Darnell 'Big D Love' Beery,11.0
5238,Darnell Lewis,11.0
5239,Daro,11.0
5240,Darquandier,11.0
5241,Darrel 'Darry' Curtis,11.0
5242,Darrel Heath,9.0
5243,Darrell Britt-Gibson,11.0
5244,Darrell Grant,11.0
5245,Darrell James Roodt,11.0
5246,Darren Aronofsky,9.0
5247,Darren Criss,11.0
5248,Darren Cross / Yellowjacket,11.0
5249,Darren Dalton,11.0
5250,Darren Lynn Bousman,10.0
5251,Darren Roanoke,9.0
5252,Darren Shan,9.0
5253,Darren Silverman,9.0
5254,Darren Star,11.0
5255,Darren Stein,11.0
5256,Darrick Doerner,11.0
5257,Darrin Henson,10.0
5258,Darrin Holender,11.0
5259,Darris Love,9.0
5260,Darryl,10.0
5261,Darryl Cooksey,9.0
5262,Darryl F. Zanuck,10.0
5263,Darryl Peabody,11.0
5264,Darryl Taja,11.0
5265,Darryn Welch,9.0
5266,Dartanian Sloan,11.0
5267,Darwin Mayflower,9.0
5268,Darwin Shaw,11.0
5269,Darwin the Guinea Pig (voice),11.0
5270,Daryl,11.0
5271,Daryl C. Lefever,11.0
5272,Daryl Hannah,10.0
5273,Daryl Isaacs,11.0
5274,Daryl Sabara,9.0
5275,Daryl Zero,9.0
5276,Dascha Polanco,11.0
5277,Dash Mihok,10.0
5278,Dashiell Faireborn / Flint,11.0
5279,Daugherty,9.0
5280,Dave,10.0
5281,Dave 'the Dude' Conway,11.0
5282,Dave (voice),11.0
5283,Dave Bautista,10.0
5284,Dave Boyle,11.0
5285,Dave Chappelle,10.0
5286,Dave Douglas,11.0
5287,Dave Drake,11.0
5288,Dave England,11.0
5289,Dave Franco,9.0
5290,Dave Goelz,9.0
5291,Dave Goldman,11.0
5292,Dave Goodman,9.0
5293,Dave Green,10.0
5294,Dave Harken,11.0
5295,Dave Kalama,11.0
5296,Dave Kohl,11.0
5297,Dave Lizewski / Kick-Ass,10.0
5298,Dave Lockwood,11.0
5299,Dave Matthews,11.0
5300,Dave McKean,9.0
5301,Dave Ming Chang / Kapitän,9.0
5302,Dave Moss,9.0
5303,Dave Parnell,9.0
5304,Dave Shilling,11.0
5305,Dave Skylark,9.0
5306,Dave Stutler,11.0
5307,Dave Toschi,11.0
5308,Daveigh Chase,11.0
5309,Davey Lane,11.0
5310,Davey Sikes,11.0
5311,David,10.0
5312,"David "" Sully "" Sullivan",11.0
5313,"David ""Future"" Porter",11.0
5314,David A.R. White,10.0
5315,David Aames,11.0
5316,David Abbott,11.0
5317,David Alan Grier,10.0
5318,David Allen,11.0
5319,David Alvarado,11.0
5320,David Andrews,10.0
5321,David Arquette,9.0
5322,David Atkins,9.0
5323,David Ayer,9.0
5324,David B. Householter,10.0
5325,David Ball,11.0
5326,David Banner,11.0
5327,David Barlow,11.0
5328,David Baronoff,11.0
5329,David Barrett,11.0
5330,David Barron,9.0
5331,David Battley,9.0
5332,David Belle,10.0
5333,David Bergstein,11.0
5334,David Bierend,11.0
5335,David Bleiman Ichioka,11.0
5336,David Blocker,11.0
5337,David Bouchard,11.0
5338,David Bowe,9.0
5339,David Bowers,10.0
5340,David Bowie,11.0
5341,David Boyd,11.0
5342,David Breckinridge,11.0
5343,David Brookwell,9.0
5344,David Brown,10.0
5345,David Brown Productions,11.0
5346,David C. Robinson,11.0
5347,David Calder,11.0
5348,David Callaway,11.0
5349,David Caravaggio,11.0
5350,David Carradine,10.0
5351,David Carson,11.0
5352,David Carter,9.0
5353,David Caruso,11.0
5354,David Chan,10.0
5355,David Clark,11.0
5356,David Coatsworth,11.0
5357,David Collins,9.0
5358,David Corelli,9.0
5359,David Costabile,11.0
5360,David Cronenberg,10.0
5361,David Cross,18.0
5362,David Della Rocco,9.0
5363,David Dilbeck,11.0
5364,David Diliberto,10.0
5365,David Dobkin,14.0
5366,David Dorfman,11.0
5367,David Drayton,11.0
5368,David Drumlin,11.0
5369,David Duchovny,10.0
5370,David Dukes,9.0
5371,David Dunn,11.0
5372,David E. Kelley,11.0
5373,David E. Talbert,11.0
5374,David Elliot,11.0
5375,David Ellison,9.0
5376,David Engel,11.0
5377,David Englander,11.0
5378,David Evans ,11.0
5379,David F. Sandberg,11.0
5380,David Fanning,11.0
5381,David Farrar,11.0
5382,David Ferry,9.0
5383,David Filby,11.0
5384,David Fincher,10.0
5385,David Foster,10.0
5386,David Foster Productions,10.0
5387,David Frankel,9.0
5388,David Franzoni,11.0
5389,David Gale,10.0
5390,David Gambino,11.0
5391,David Gardner,9.0
5392,David Geffen,10.0
5393,David Gelb,11.0
5394,David Giler,15.0
5395,David Glasser,11.0
5396,David Goldman,11.0
5397,David Gordon,11.0
5398,David Gordon Green,10.0
5399,David Grant,11.0
5400,David Gross,11.0
5401,David Gulpilil,11.0
5402,David H. Kalama Jr.,11.0
5403,David Hackl,11.0
5404,David Hadida,9.0
5405,David Hand,10.0
5406,David Harbour,10.0
5407,David Hasselhoff,11.0
5408,David Henrie,9.0
5409,David Herman,11.0
5410,David Hewlett,11.0
5411,David Heyman,10.0
5412,David Higgins,11.0
5413,David Hoberman,16.0
5414,David Hopwood,11.0
5415,David Huffman,11.0
5416,David Hyde Pierce,11.0
5417,David J. Wally,11.0
5418,David Jacobson,9.0
5419,David Jenkins,9.0
5420,David Kagen,11.0
5421,David Kanter,9.0
5422,David Kaplan,11.0
5423,David Keith,9.0
5424,David Kelly,10.0
5425,David Kennedy,11.0
5426,David Kirschner,9.0
5427,David Koechner,9.0
5428,David Koepp,10.0
5429,David Kross,11.0
5430,David Krumholtz,10.0
5431,David L. Bushell,10.0
5432,David L. Wolper,11.0
5433,David Labraccio,11.0
5434,David Ladd,10.0
5435,David Lancaster,10.0
5436,David Laughlin,11.0
5437,David Lean,10.0
5438,David Leland,9.0
5439,David Levien,11.0
5440,David Levinson,10.0
5441,David Levy,11.0
5442,David Lewis,9.0
5443,David Lightman,11.0
5444,David Lind,9.0
5445,David Linde,10.0
5446,David Lipman,11.0
5447,David Lochary,11.0
5448,David Lovegren,11.0
5449,David Lowery,11.0
5450,David Lynch,9.0
5451,David Lyons,11.0
5452,David M. Thompson,9.0
5453,David Madden,10.0
5454,David Mamet,11.0
5455,David Mandel,9.0
5456,David Manpearl,11.0
5457,David Margulies,9.0
5458,David Masajnik,11.0
5459,David Mason,11.0
5460,David McCullough,11.0
5461,David McFadzean,11.0
5462,David McLean,11.0
5463,David McNally,11.0
5464,David Minkowski,11.0
5465,David Moreau,11.0
5466,David Morrissey,11.0
5467,David Morse,10.0
5468,David Moscow,10.0
5469,David Nemerov,9.0
5470,David Newsom,11.0
5471,David Nicksay,10.0
5472,David Niven,9.0
5473,David Nix,11.0
5474,David Norris,11.0
5475,David Nutter,11.0
5476,David O'Hara,9.0
5477,David O. Russell,10.0
5478,David O. Sacks,11.0
5479,David O. Selznick,10.0
5480,David Ogden Stiers,9.0
5481,David Oyelowo,10.0
5482,David Palmer,11.0
5483,David Parfitt,9.0
5484,David Paterson,11.0
5485,David Paymer,10.0
5486,David Peretz,11.0
5487,David Permut,11.0
5488,David Proval,11.0
5489,David Puttnam,11.0
5490,David R. Ellis,9.0
5491,David Raskin,11.0
5492,David Raynr,10.0
5493,David Ready,9.0
5494,David Reid,10.0
5495,David Rice,11.0
5496,David Robert Mitchell,11.0
5497,David Roker,11.0
5498,David Rubin,9.0
5499,David S. Dranitzke,9.0
5500,David S. Goyer,10.0
5501,David S. Greathouse,9.0
5502,David S. Ward,11.0
5503,David Salzberg,9.0
5504,David Santiago,9.0
5505,David Schaal,9.0
5506,David Schwimmer,10.0
5507,David Seville,11.0
5508,David Siegel,11.0
5509,David Silverman,11.0
5510,David Simms,11.0
5511,David Slade,10.0
5512,David Soren,11.0
5513,David Spade,9.0
5514,David Spritz,9.0
5515,David Sproxton,9.0
5516,David Starsky,11.0
5517,David Stewart,9.0
5518,David Strathairn,10.0
5519,David Sullivan,11.0
5520,David Sumner,9.0
5521,David T. Friendly,15.0
5522,David Talbot,11.0
5523,David Tennant,11.0
5524,David Thewlis,10.0
5525,David Thomson,11.0
5526,David Thwaites,10.0
5527,David Tomlinson,11.0
5528,David Tristan Birkin,9.0
5529,David Twohy,10.0
5530,David V. Lester,11.0
5531,David Valdes,15.0
5532,David Vert,11.0
5533,David Wain,10.0
5534,David Warner,10.0
5535,David Wayne,11.0
5536,David Weisbart,11.0
5537,David Wenham,9.0
5538,David Willis,11.0
5539,David Winkler,10.0
5540,David Wolthoff,11.0
5541,David Womark,11.0
5542,David Yates,10.0
5543,David Zander,11.0
5544,David Zayas,10.0
5545,David Zelon,9.0
5546,David Zucker,10.0
5547,Davies,10.0
5548,Davina Vinyard,11.0
5549,Davis,11.0
5550,"Davis (segment ""The Catch"")",11.0
5551,Davis Entertainment,9.0
5552,Davis Films,9.0
5553,Davis Guggenheim,11.0
5554,Davis McClaren,11.0
5555,Davis-Films,9.0
5556,Davis-Panzer Productions,10.0
5557,Davus,9.0
5558,Davy Crockett,9.0
5559,Dawg,9.0
5560,Dawid Ogrodnik,11.0
5561,Dawn Carter,11.0
5562,Dawn French,11.0
5563,Dawn Schiller,9.0
5564,Dawn Steel,10.0
5565,Dawson Cole,11.0
5566,Dax,11.0
5567,Dax Flame,11.0
5568,Dax Shepard,9.0
5569,Day-Day,11.0
5570,Day-Day / Old Man with Shotgun,11.0
5571,Dayo Okeniyi,11.0
5572,De Laurentiis Entertainment Group,11.0
5573,De Line Pictures,10.0
5574,De'Aundre Bonds,11.0
5575,De'Shawn Washington,11.0
5576,DeForest Kelley,10.0
5577,DeVon Franklin,11.0
5578,Deacon,11.0
5579,Deacon 'Deke' Kay,11.0
5580,Deacon Frost,11.0
5581,Deacon Moss,11.0
5582,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,11.0
5583,Dead Films,11.0
5584,Dean,9.0
5585,Dean Cain,9.0
5586,Dean Carl Cain,11.0
5587,Dean Corso,11.0
5588,Dean DeBlois,10.0
5589,Dean Devlin,9.0
5590,Dean Georgaris,10.0
5591,Dean Hardscrabble (voice),11.0
5592,Dean Israelite,11.0
5593,Dean Jagger,10.0
5594,Dean Kansky,11.0
5595,Dean Keaton,11.0
5596,Dean Lopata,11.0
5597,Dean McCoppin (voice),9.0
5598,Dean Moriarty / Neal Cassady,9.0
5599,Dean Norris,11.0
5600,Dean Parisot,9.0
5601,Dean Pereira,11.0
5602,Dean Richmond,10.0
5603,Dean Sampson,11.0
5604,Dean Sanderson,11.0
5605,Dean Saunders,11.0
5606,Dean Schnider,11.0
5607,Dean Silvers,11.0
5608,Dean Tainot,11.0
5609,Dean Trumbell,9.0
5610,Dean Vanech,10.0
5611,Dean Vernon Wormer,11.0
5612,Dean Walcott,11.0
5613,Dean Walker,9.0
5614,Dean Wright,9.0
5615,Dean Zanuck,11.0
5616,Deanna Dunagan,11.0
5617,Deanna Schine,11.0
5618,Deanne McKenzie,11.0
5619,Deardra Farnum,11.0
5620,Death,9.0
5621,Deaundre 'Double D' Davis,11.0
5622,Deb,10.0
5623,Deb Hagan,9.0
5624,Debbi Morgan,11.0
5625,Debbie,10.0
5626,Debbie Allen,11.0
5627,Debbie Griswold,11.0
5628,Debbie Hayn-Cass,11.0
5629,Debbie Kreeger,11.0
5630,Debbie Reynolds,11.0
5631,Debi,9.0
5632,Debi Derryberry,11.0
5633,Debi LeCure,9.0
5634,Debi Mazar,9.0
5635,Debora Weston,9.0
5636,Deborah Clasky,9.0
5637,Deborah Del Prete,9.0
5638,Deborah Forte,10.0
5639,Deborah Giarratana,9.0
5640,Deborah Harry,9.0
5641,Deborah Jelin Newmyer,11.0
5642,Deborah Kaplan,11.0
5643,Deborah Kara Unger,10.0
5644,Deborah Kerr,10.0
5645,Deborah Kuklinski,9.0
5646,Deborah Myers,11.0
5647,Deborah Odell,9.0
5648,Deborah Rush,11.0
5649,Deborah Schindler,9.0
5650,Deborah Shelton,9.0
5651,Deborah Snyder,10.0
5652,Deborah Stoff,11.0
5653,Deborah Welsh,11.0
5654,Deborra-Lee Furness,11.0
5655,Debra Granik,11.0
5656,Debra Hill,9.0
5657,Debra Jo Rupp,11.0
5658,Debra Martin Chase,10.0
5659,Debra Messing,10.0
5660,Debra Moynihan,11.0
5661,Debra Paget,11.0
5662,Debra Strode,11.0
5663,Debra Winger,11.0
5664,Deck Shifflet,11.0
5665,Declan,10.0
5666,Declan Mulqueen,11.0
5667,Dede Gardner,9.0
5668,Dee Bradley Baker,10.0
5669,Dee Loc,11.0
5670,Dee Wallace,11.0
5671,DeeAnn,11.0
5672,DeeAnna Moran,11.0
5673,Deebo,11.0
5674,Deems Taylor,11.0
5675,Deena,9.0
5676,Deena Jones,11.0
5677,Deepak Nayar,10.0
5678,Deepak Sikka,11.0
5679,Deepika Padukone,11.0
5680,Deepti Jayarajan,11.0
5681,Defense Secretary Callister,11.0
5682,Degeto Film,11.0
5683,Deirdre,9.0
5684,Deirdre Blades,11.0
5685,Deirdre Burroughs,9.0
5686,Dejah Thoris,11.0
5687,Deke Thornton,9.0
5688,Del,11.0
5689,Del Spooner,11.0
5690,Delacourt,11.0
5691,Delfy,9.0
5692,Delgado (voice),11.0
5693,Delia,9.0
5694,Delia Deetz,11.0
5695,Delia Ephron,9.0
5696,Delilah,9.0
5697,Delilah Abraham,11.0
5698,Delilah Profitt,11.0
5699,Delivery Boy,9.0
5700,Della Bae Robinson,11.0
5701,Della Frye,11.0
5702,Delmar O'Donnell,11.0
5703,Delroy Lindo,10.0
5704,Delvin,9.0
5705,Demetrius,11.0
5706,Demetrius Hicks,11.0
5707,Demi Moore,14.0
5708,Demian Lichtenstein,9.0
5709,Demille Bly,9.0
5710,Demián Bichir,9.0
5711,Demo,11.0
5712,Denholm Elliott,10.0
5713,Denis,11.0
