,feature,weight,brh_index
348,Aileen,6.547323,11.0
349,Aileen Crowley,-0.511797,9.0
350,Aimee Finecky,1.7418444,11.0
351,Aimee Garcia,0.09754582142857142,10.0
352,Aimee Teegarden,0.26625,11.0
353,Aimée Peyronnet,0.4388551692307692,11.0
354,Ainstee,-0.8977824285714285,9.0
355,Airbag EMT Beltran,1.18847296,11.0
356,Aisha al-Fadhil,-0.0568,9.0
357,Aishwarya Rai Bachchan,-0.6223427164179105,9.0
358,Aissa,0.240694475,11.0
359,Aitana Sánchez-Gijón,0.640647,11.0
360,Aja Naomi King,0.8660665882352941,11.0
361,Ajay,-0.2823003,9.0
362,Ajay Naidu,0.16550669166666668,10.0
363,Ajedrez,2.3857097241379313,11.0
364,Ajihad,1.49288105,11.0
365,Ajit Singh,1.1531590823529412,11.0
366,Ajla,-0.9696123,9.0
367,Akasha,0.29940314285714287,11.0
368,Akeelah,1.368553125,11.0
369,Aki,10.74576705263158,11.0
370,Akihiro Miwa,8.779602291666667,11.0
371,Akiko Takeshita,28.930964,11.0
372,Akiko Wakabayashi,10.74576705263158,11.0
373,Akima,-0.5099382133333333,9.0
374,Akira Kurosawa,-0.8640795,9.0
375,Akiro 'The Wizard',4.555555555555555,11.0
376,Akiva Goldsman,1.2332598368341134,10.0
377,Akiva Schaffer,0.003939147058823529,10.0
378,Akmed Khazzan,-0.9686025714285714,9.0
379,Akosua Busia,8.7528006,11.0
380,Aksel Hennie,1.434,11.0
381,Akshay Kumar,6.111111111111111,11.0
382,Al,12.640855116666668,10.0
383,Al Capone,2.05081816,11.0
384,Al Corley,-0.39328725,9.0
385,Al Czervik,5.641057333333333,11.0
386,"Al Freeman, Jr.",0.416762,11.0
387,Al Giordino,-0.08254241538461539,9.0
388,Al Gore,45.243,11.0
389,Al Greco,13.4409592,11.0
390,Al Jean,6.02758468,11.0
391,Al Munsinger,4.511456388888889,11.0
392,Al Pacino,3.4612663502747427,23.0
393,Al Silliman Jr.,269.0,11.0
394,Al Simmons,1.19600105,11.0
395,Al Stephenson,10.261904761904763,11.0
396,Al Torres,-0.5477610222222222,9.0
397,Al Yackey,1.0414921964217738,11.0
398,Al Zimmer,7.8955237333333335,11.0
399,Alabama Whitman,-0.01747592,9.0
400,Aladar (voice),1.7784161803921568,11.0
401,"Aladdin ""Al"" (voice)",17.001793535714285,11.0
402,Aladeen / Efawadh,1.759685123076923,11.0
403,Alain Attal,0.01799159607843137,10.0
404,Alain Chabat,-0.448893075,9.0
405,Alain Charnier,21.86597611111111,11.0
406,Alain Depardieu,15.67142857142857,11.0
407,Alain Goldman,0.03012297142857143,11.0
408,Alain Sarde,0.7379870998412699,9.0
409,Alain Vannier,0.5368920526315789,11.0
410,Alaistair Foley,128.44070625,11.0
411,Alan,0.10412276,11.0
412,Alan 'Hippy' Carnes,0.28571568571428574,11.0
413,Alan Abernathy,0.367063675,11.0
414,Alan Alda,1.322854337142857,9.0
415,Alan Arkin,1.3181828890841776,10.0
416,Alan B. Curtiss,-0.12796,9.0
417,Alan Barrows,2.125041,11.0
418,Alan Bates,2.154016,11.0
419,Alan Bradley / Tron,1.3533103705882352,11.0
420,Alan Brown,-0.4117647058823529,9.0
421,Alan Cumming,3.226690857142857,11.0
422,Alan Dale,0.47972672,11.0
423,Alan Davenport (voice),8.635740698815184,11.0
424,Alan Denado,4.274798307692308,11.0
425,Alan Ford,0.6872164589197158,11.0
426,Alan Garner,7.151358755357142,10.0
427,Alan Glazer,2.612456618181818,11.0
428,Alan Greenspan,0.6817102333333334,11.0
429,Alan Greisman,0.8095942396825397,9.0
430,Alan J. Pakula,3.1562471444444444,10.0
431,Alan Jay Lerner,0.5839389,11.0
432,Alan Johnson,0.9952352909090909,10.0
433,Alan Jordan,-0.15708761904761906,9.0
434,Alan Krumwiede,1.2925265666666668,11.0
435,"Alan Ladd, Jr.",0.3072467777777778,11.0
436,Alan MacDonald,0.12846110714285713,11.0
437,Alan Marshall,0.8129421669381788,9.0
438,Alan Moloney,-0.2956465,9.0
439,Alan Parker,0.6718030618181818,10.0
440,Alan Polsky,-0.57643592,9.0
441,Alan Poul,1.2136288,11.0
442,Alan Riche,1.313086709090909,10.0
443,Alan Rickman,3.412413425980074,10.0
444,Alan Ritchson,2.8176,11.0
445,Alan Russell,7.8060492,11.0
446,Alan Shapiro,-0.21347356051703878,9.0
447,Alan Shepard,-0.2037037037037037,9.0
448,Alan Siegel,1.7066660418837973,10.0
449,Alan Smithee,-0.9954221,9.0
450,Alan Taylor,2.3170999734345354,10.0
451,Alan Tracy,-0.5037958421052632,9.0
452,Alan Troy,0.34569441666666667,11.0
453,Alan Tudyk,0.960383030011655,10.0
454,Alan Turing,15.682550571428571,11.0
455,Alan Zweibel,0.17800062,11.0
456,Alana Blanchard,1.616055,11.0
457,Alba,0.17431642857142857,11.0
458,Albert,2.5539312,9.0
459,Albert Berger,3.3073418968033064,9.0
460,Albert Brennaman,4.258577428571429,11.0
461,Albert Brooks,2.6352224489699423,9.0
462,Albert Daniels,0.05852815,11.0
463,Albert Finney,10.371528008241759,10.0
464,Albert Gibson,2.2946296608695653,11.0
465,Albert Graves,2.4285714285714284,11.0
466,Albert Hall,0.416762,11.0
467,Albert Hughes,3.0218357886904763,10.0
468,Albert Klychak,0.0953586,11.0
469,Albert Laurent,0.29324733333333336,11.0
470,Albert Lewis,-0.15899949411764705,9.0
471,Albert Magnoli,0.1528838909090909,11.0
472,Albert Milo,0.01659120656599093,11.0
473,Albert Narracott,1.6906799848484848,11.0
474,Albert Nobbs,-0.2956465,9.0
475,Albert R. Broccoli,17.956075423813296,10.0
476,Albert S. Ruddy,23.03492835,10.0
477,Alberto Beddini,4.257799671592775,11.0
478,Alberto Grimaldi,2.46886252,10.0
479,Alberto Marini,19.298666666666666,11.0
480,Albie Hecht,2.9547545066666663,10.0
481,Albin Grau,0.034877125,11.0
482,Albright,0.17397023076923077,11.0
483,Albus Dumbledore,5.508416900266667,10.0
484,Alby,9.244701794117647,11.0
485,Alcee,0.16575890625,11.0
486,Alchemy,1.427617,11.0
487,Alcoholic Union Captain,4.0,11.0
488,Alden Ehrenreich,0.9469721196969697,11.0
489,Alden Pyle,-0.0775292,9.0
490,Alderson,1.007272,11.0
491,Aldis Hodge,6.201249678571428,11.0
492,Aldo,4.2027029411764705,11.0
493,Aldo Giuffrè,4.0,11.0
494,Aldous Snow,1.87825595,10.0
495,Aldrich Killian / The Mandarin,5.07719997,11.0
496,Alec Baldwin,1.6355983490709753,23.0
497,Alec Berg,-0.16812612,9.0
498,Alec Guinness,15.679080937499998,9.0
499,Alec Hewett,4.6870916,11.0
500,Alec Lightwood,0.5094236833333333,11.0
501,Alec Mapa,-0.4329492,9.0
502,Alec McCowen,2.6,11.0
503,Alec Newman,5.33625,11.0
504,Alec Ramsey,12.999867777777778,11.0
505,Alec Trevelyan,5.072310931034483,11.0
506,Alec Wilson,0.864712718676123,11.0
507,Alec's Father,12.999867777777778,11.0
508,Alec's Mother,12.999867777777778,11.0
509,Aleen Keshishian,-0.94410864,9.0
510,Aleisha Allen,2.05995821875,11.0
511,Alejandro,1.9530296777777778,10.0
512,Alejandro Agresti,1.870752775,11.0
513,Alejandro Amenábar,0.7834446927946721,10.0
514,Alejandro González Iñárritu,4.714157224518519,10.0
515,Alejandro Monteverde,-0.67898405,9.0
516,Alejandro Murrieta / Zorro,1.6346160315789473,11.0
517,Aleksandar,-0.9696123,9.0
518,Aleksandr Bashirov,-0.74,9.0
519,Aleksandr Chutko,-0.812761,9.0
520,Aleksandr Ilin,-0.812761,9.0
521,Aleksey German,-0.812761,9.0
522,Aleksia Landeau,-0.5232833333333333,9.0
523,Alessandro Carloni,2.594281551724138,11.0
524,Alessandro Gassman,1.66148871875,11.0
525,Alessandro Lindblad,0.8536816666666667,11.0
526,Alessandro Nivola,2.1622949503360216,9.0
527,Alessandro Preziosi,0.17431642857142857,11.0
528,Alex,9.369242028019073,10.0
529,Alex 'Hitch' Hitchens,4.258577428571429,11.0
530,Alex (voice),2.5863383449999997,10.0
531,Alex / Chad Wagner,1.0068478,11.0
532,Alex Barringer,-0.5037958421052632,9.0
533,Alex Bernier,-0.6696912571428572,9.0
534,Alex Blum,-0.5331293333333333,9.0
535,Alex Boling,-0.989982,9.0
536,Alex Borstein,3.554399753333333,10.0
537,Alex Chance Browning,1.3174919130434783,11.0
538,Alex Cox,0.5333333333333333,11.0
539,Alex Cross,0.9973745453703704,10.0
540,Alex D. Linz,0.44103175,11.0
541,Alex Diaz Whitlock,0.10991126,11.0
542,Alex Dunkelman,-0.20680172,9.0
543,Alex Désert,21.52961,11.0
544,Alex Eilhauer,0.7969917,11.0
545,Alex Fletcher,2.64741055,11.0
546,Alex Forrest,21.8675495,11.0
547,Alex Francis,0.9520208,11.0
548,Alex Garcia,1.7520005666666667,10.0
549,Alex Garland,1.4579609333333334,11.0
550,Alex Gartner,1.797025278125,10.0
551,Alex Gibney,-0.8453803333333333,10.0
552,Alex Goran,5.5468,11.0
553,Alex Heineman,1.5112575294117647,10.0
554,Alex Hirst,0.47972672,11.0
555,Alex Jensen,-0.2823003,9.0
556,Alex Johns,0.10362258,11.0
557,Alex Johnson / Sarah,0.4153846153846154,11.0
558,Alex Jones,1.6549279782608695,11.0
559,Alex Kendrick,66.73938833333334,10.0
560,Alex Kingston,13.169412,11.0
561,Alex Kurtzman,1.22346818819059,10.0
562,Alex Larson,1.4852257142857144,11.0
563,Alex Manette,1.7221038461538463,11.0
564,Alex McArthur,1.241773074074074,11.0
565,Alex Minetti,1.06809932,11.0
566,Alex Munday,1.5152553394927537,10.0
567,Alex O'Connell,1.7664044068965516,11.0
568,Alex O'Loughlin,1.2136288,11.0
569,Alex Orlovsky,3.7052228761904757,10.0
570,Alex Owens,22.23030075,11.0
571,Alex Pettyfer,4.994735223739496,9.0
572,Alex Proyas,1.8705858406984128,14.0
573,Alex Rider,-0.40155325,9.0
574,Alex Rivera,-0.9569764,9.0
575,Alex Rocco,0.7809354389140272,10.0
576,Alex Rodin,2.6390099166666667,11.0
577,Alex Roe,1.892272947368421,11.0
578,Alex Rose,-0.516946625,9.0
579,Alex Russell,5.2065714666666665,10.0
580,Alex Shaw,0.0281754125,11.0
581,Alex Sheldon / Adam Shipley,-0.4877034333333333,9.0
582,Alex Siskin,2.496922509090909,11.0
583,Alex Thomas,4.642496388888889,11.0
584,Alex Veadov,1.615566,11.0
585,Alex Vincent,2.8308946025641024,10.0
586,Alex West,1.388724695652174,11.0
587,Alex Wheatley,2.485505,11.0
588,Alex Winter,3.0485039,11.0
589,Alex Wyler,1.870752775,11.0
590,Alex Young,1.49475658,10.0
591,Alexa,1.3950898466666666,10.0
592,Alexa Faigen,1.0073896666666666,11.0
593,Alexa PenaVega,3.187277127819549,10.0
594,Alexa Woods,1.4454837571428572,11.0
595,Alexander,-0.05182436087268194,9.0
596,Alexander 'Alex' Kerner,15.538516666666666,11.0
597,Alexander - Roger Grant,1.0,11.0
598,Alexander Andrews,12.846153846153847,11.0
599,Alexander Asefa,5.7727305,11.0
600,Alexander B. Collett,8.192329342857143,11.0
601,Alexander Carroll,-0.6210518410256409,10.0
602,Alexander Conklin,2.567237066666667,11.0
603,Alexander Cooper,2.5947910357142856,11.0
604,Alexander Corvinus,1.22681602,11.0
605,Alexander Dane,1.0151981333333333,11.0
606,Alexander DiPersia,8.001435102040816,11.0
607,Alexander Dostal,1.268621442948718,10.0
608,Alexander Godunov,4.027427,11.0
609,Alexander Gould,9.003569531914893,11.0
610,Alexander Haig,-0.6890507954545455,9.0
611,Alexander Hartdegen,0.5466147,11.0
